store_id,store_name,city,state,region
S01606,Kochi Central 11,Kochi,Kerala,South
S01607,Patna Central 22,Patna,Bihar,East
S01608,Mumbai Central 69,Mumbai,Maharashtra,West
S01609,Mumbai Mall 42,Mumbai,Maharashtra,West
S01610,Bhubaneswar Square 65,Bhubaneswar,Odisha,East
S01611,Pune Square 27,Pune,Maharashtra,West
S00723,Coimbatore Square 28,Coimbatore,Tamil Nadu,South
S01613,Hyderabad Square 13,Hyderabad,Telangana,South
S01614,Chandigarh Hub 33,Chandigarh,Chandigarh,North
S01615,Pune Plaza 45,Pune,Maharashtra,West
S01616,Visakhapatnam Market 29,Visakhapatnam,Andhra Pradesh,South
S01617,Visakhapatnam Express 22,Visakhapatnam,Andhra Pradesh,South
S01618,Indore Hub 42,Indore,Madhya Pradesh,Central
S01619,Kochi Mall 90,Kochi,Kerala,South
S01620,Indore Express 38,Indore,Madhya Pradesh,Central
S01621,Hyderabad Hub 67,Hyderabad,Telangana,South
S01622,Pune Express 54,Pune,Maharashtra,West
S01623,Lucknow Express 48,Lucknow,Uttar Pradesh,North
S01624,Bhubaneswar Express 53,Bhubaneswar,Odisha,East
S01625,Ahmedabad Plaza 11,Ahmedabad,Gujarat,West
S01626,Bhubaneswar Hub 66,Bhubaneswar,Odisha,East
S01627,Pune Market 66,Pune,Maharashtra,West
S01628,Ranchi Hub 43,Ranchi,Jharkhand,East
S01629,Patna Express 89,Patna,Bihar,East
S01630,Lucknow Mall 93,Lucknow,Uttar Pradesh,North
S01631,Kolkata Express 93,Kolkata,West Bengal,East
S01632,Mumbai Mall 44,Mumbai,Maharashtra,West
S01633,Indore Hub 80,Indore,Madhya Pradesh,Central
S01634,Mumbai Central 73,Mumbai,Maharashtra,West
S01635,Chandigarh Plaza 28,Chandigarh,Chandigarh,North
S01636,Nagpur Square 3,Nagpur,Maharashtra,West
S01637,Ranchi Square 52,Ranchi,Jharkhand,East
S01638,Kolkata Square 8,Kolkata,West Bengal,East
S01639,Delhi Square 97,Delhi,Delhi,North
S01640,Ahmedabad Market 57,Ahmedabad,Gujarat,West
S01641,Indore Plaza 7,Indore,Madhya Pradesh,Central
S01642,Coimbatore Express 1,Coimbatore,Tamil Nadu,South
S01643,Ranchi Express 73,Ranchi,Jharkhand,East
S01644,Ranchi Square 41,Ranchi,Jharkhand,East
S01645,Visakhapatnam Express 12,Visakhapatnam,Andhra Pradesh,South
S01646,Ranchi Central 34,Ranchi,Jharkhand,East
S01647,Ahmedabad Mall 64,Ahmedabad,Gujarat,West
S01648,Lucknow Square 10,Lucknow,Uttar Pradesh,North
S01649,Ranchi Mall 91,Ranchi,Jharkhand,East
S01650,Bhubaneswar Mall 68,Bhubaneswar,Odisha,East
S01651,Lucknow Square 36,Lucknow,Uttar Pradesh,North
S01652,Jaipur Plaza 33,Jaipur,Rajasthan,North
S01653,Pune Central 11,Pune,Maharashtra,West
S01654,Coimbatore Express 34,Coimbatore,Tamil Nadu,South
S01655,Coimbatore Market 13,Coimbatore,Tamil Nadu,South
S01656,Coimbatore Plaza 23,Coimbatore,Tamil Nadu,South
S01657,Kochi Mall 29,Kochi,Kerala,South
S01658,Chandigarh Square 9,Chandigarh,Chandigarh,North
S01659,Pune Hub 44,Pune,Maharashtra,West
S01660,Nagpur Plaza 67,Nagpur,Maharashtra,West
S01661,Ahmedabad Mall 44,Ahmedabad,Gujarat,West
S01662,Noida Square 15,Noida,Uttar Pradesh,North
S01663,Delhi Plaza 40,Delhi,Delhi,North
S01664,Chennai Central 12,Chennai,Tamil Nadu,South
S01665,Mumbai Hub 16,Mumbai,Maharashtra,West
S01666,Bhubaneswar Plaza 65,Bhubaneswar,Odisha,East
S01667,Indore Mall 80,Indore,Madhya Pradesh,Central
S01668,Pune Plaza 57,Pune,Maharashtra,West
S01669,Coimbatore Central 68,Coimbatore,Tamil Nadu,South
S01670,Visakhapatnam Mall 57,Visakhapatnam,Andhra Pradesh,South
S01671,Indore Express 80,Indore,Madhya Pradesh,Central
S01672,Patna Market 52,Patna,Bihar,East
S01673,Bhubaneswar Mall 22,Bhubaneswar,Odisha,East
S01674,Lucknow Central 18,Lucknow,Uttar Pradesh,North
S01675,Visakhapatnam Market 74,Visakhapatnam,Andhra Pradesh,South
S01676,Noida Plaza 53,Noida,Uttar Pradesh,North
S01677,Nagpur Express 53,Nagpur,Maharashtra,West
S01678,Visakhapatnam Square 92,Visakhapatnam,Andhra Pradesh,South
S01679,Nagpur Mall 14,Nagpur,Maharashtra,West
S01680,Kochi Mall 59,Kochi,Kerala,South
S01681,Chandigarh Central 34,Chandigarh,Chandigarh,North
S01682,Hyderabad Central 23,Hyderabad,Telangana,South
S01683,Nagpur Market 36,Nagpur,Maharashtra,West
S01684,Mumbai Central 91,Mumbai,Maharashtra,West
S01685,Bhubaneswar Hub 60,Bhubaneswar,Odisha,East
S01686,Visakhapatnam Express 47,Visakhapatnam,Andhra Pradesh,South
S01687,Coimbatore Plaza 27,Coimbatore,Tamil Nadu,South
S01688,Bengaluru Plaza 28,Bengaluru,Karnataka,South
S01689,Jaipur Central 77,Jaipur,Rajasthan,North
S01690,Bengaluru Mall 18,Bengaluru,Karnataka,South
S01691,Lucknow Hub 33,Lucknow,Uttar Pradesh,North
S01692,Delhi Plaza 7,Delhi,Delhi,North
S01693,Nagpur Square 20,Nagpur,Maharashtra,West
S01694,Bhubaneswar Central 81,Bhubaneswar,Odisha,East
S01695,Kochi Express 73,Kochi,Kerala,South
S01696,Nagpur Hub 34,Nagpur,Maharashtra,West
S01697,Indore Hub 30,Indore,Madhya Pradesh,Central
S01698,Mumbai Plaza 16,Mumbai,Maharashtra,West
S01699,Nagpur Plaza 12,Nagpur,Maharashtra,West
S01700,Delhi Express 11,Delhi,Delhi,North
S01701,Patna Central 86,Patna,Bihar,East
S01702,Mumbai Market 76,Mumbai,Maharashtra,West
S01703,Ranchi Market 80,Ranchi,Jharkhand,East
S01704,Nagpur Square 56,Nagpur,Maharashtra,West
S01705,Ranchi Market 83,Ranchi,Jharkhand,East
S01706,Chandigarh Central 70,Chandigarh,Chandigarh,North
S01707,Kochi Mall 93,Kochi,Kerala,South
S01708,Bhubaneswar Mall 12,Bhubaneswar,Odisha,East
S01709,Noida Market 84,Noida,Uttar Pradesh,North
S01710,Nagpur Plaza 22,Nagpur,Maharashtra,West
S01711,Mumbai Plaza 49,Mumbai,Maharashtra,West
S01712,Indore Hub 16,Indore,Madhya Pradesh,Central
S01713,Ahmedabad Square 7,Ahmedabad,Gujarat,West
S01714,Chennai Plaza 77,Chennai,Tamil Nadu,South
S01715,Pune Square 12,Pune,Maharashtra,West
S01716,Bengaluru Central 10,Bengaluru,Karnataka,South
S01717,Chandigarh Mall 85,Chandigarh,Chandigarh,North
S01718,Ranchi Mall 79,Ranchi,Jharkhand,East
S01719,Kolkata Square 33,Kolkata,West Bengal,East
S01720,Delhi Mall 87,Delhi,Delhi,North
S01721,Patna Plaza 80,Patna,Bihar,East
S01722,Coimbatore Plaza 61,Coimbatore,Tamil Nadu,South
S01723,Mumbai Plaza 33,Mumbai,Maharashtra,West
S00755,Pune Plaza 43,Pune,Maharashtra,West
S01725,Bhubaneswar Hub 7,Bhubaneswar,Odisha,East
S01726,Visakhapatnam Hub 60,Visakhapatnam,Andhra Pradesh,South
S01727,Kochi Central 72,Kochi,Kerala,South
S01728,Patna Hub 69,Patna,Bihar,East
S01729,Chennai Central 82,Chennai,Tamil Nadu,South
S01730,Bengaluru Plaza 3,Bengaluru,Karnataka,South
S01731,Nagpur Mall 60,Nagpur,Maharashtra,West
S01732,Chandigarh Market 51,Chandigarh,Chandigarh,North
S01733,Kolkata Market 9,Kolkata,West Bengal,East
S01734,Delhi Express 43,Delhi,Delhi,North
S01735,Visakhapatnam Hub 89,Visakhapatnam,Andhra Pradesh,South
S01736,Ranchi Market 72,Ranchi,Jharkhand,East
S01737,Delhi Plaza 68,Delhi,Delhi,North
S01738,Coimbatore Mall 69,Coimbatore,Tamil Nadu,South
S01739,Nagpur Plaza 76,Nagpur,Maharashtra,West
S01740,Jaipur Hub 31,Jaipur,Rajasthan,North
S01741,Pune Market 32,Pune,Maharashtra,West
S01742,Chandigarh Market 2,Chandigarh,Chandigarh,North
S01560,Ahmedabad Market 68,Ahmedabad,Gujarat,West
S01744,Bengaluru Mall 10,Bengaluru,Karnataka,South
S01745,Mumbai Express 77,Mumbai,Maharashtra,West
S01746,Pune Square 24,Pune,Maharashtra,West
S01747,Kolkata Mall 80,Kolkata,West Bengal,East
S01748,Visakhapatnam Market 12,Visakhapatnam,Andhra Pradesh,South
S01749,Bengaluru Market 81,Bengaluru,Karnataka,South
S01750,Kolkata Express 11,Kolkata,West Bengal,East
S01751,Delhi Square 66,Delhi,Delhi,North
S01752,Bhubaneswar Hub 22,Bhubaneswar,Odisha,East
S01753,Chennai Hub 19,Chennai,Tamil Nadu,South
S01754,Chennai Express 85,Chennai,Tamil Nadu,South
S01755,Delhi Express 12,Delhi,Delhi,North
S01756,Indore Express 35,Indore,Madhya Pradesh,Central
S01757,Kolkata Square 49,Kolkata,West Bengal,East
S01758,Lucknow Hub 67,Lucknow,Uttar Pradesh,North
S01759,Chandigarh Plaza 23,Chandigarh,Chandigarh,North
S01760,Kolkata Square 40,Kolkata,West Bengal,East
S01761,Ahmedabad Mall 53,Ahmedabad,Gujarat,West
S01762,Indore Market 72,Indore,Madhya Pradesh,Central
S01763,Chandigarh Express 44,Chandigarh,Chandigarh,North
S01764,Lucknow Square 67,Lucknow,Uttar Pradesh,North
S01765,Lucknow Mall 40,Lucknow,Uttar Pradesh,North
S01766,Delhi Mall 44,Delhi,Delhi,North
S01767,Lucknow Mall 8,Lucknow,Uttar Pradesh,North
S01768,Kolkata Central 63,Kolkata,West Bengal,East
S01769,Ranchi Market 12,Ranchi,Jharkhand,East
S01770,Chennai Express 93,Chennai,Tamil Nadu,South
S01771,Delhi Express 74,Delhi,Delhi,North
S01772,Chennai Express 28,Chennai,Tamil Nadu,South
S01773,Chandigarh Express 62,Chandigarh,Chandigarh,North
S01774,Visakhapatnam Market 69,Visakhapatnam,Andhra Pradesh,South
S01775,Delhi Market 72,Delhi,Delhi,North
S01776,Kochi Market 83,Kochi,Kerala,South
S01777,Bhubaneswar Express 63,Bhubaneswar,Odisha,East
S01778,Patna Square 61,Patna,Bihar,East
S01779,Kolkata Mall 99,Kolkata,West Bengal,East
S01780,Chandigarh Square 70,Chandigarh,Chandigarh,North
S01781,Chennai Central 88,Chennai,Tamil Nadu,South
S01782,Kolkata Plaza 71,Kolkata,West Bengal,East
S01783,Mumbai Mall 61,Mumbai,Maharashtra,West
S01784,Pune Market 27,Pune,Maharashtra,West
S01785,Pune Market 6,Pune,Maharashtra,West
S01786,Hyderabad Square 62,Hyderabad,Telangana,South
S01787,Pune Central 27,Pune,Maharashtra,West
S01788,,Nagpur,Maharashtra,West
S01789,Indore Central 86,Indore,Madhya Pradesh,Central
S01790,Noida Central 26,Noida,Uttar Pradesh,North
S01791,Visakhapatnam Square 85,Visakhapatnam,Andhra Pradesh,South
S01792,Patna Plaza 16,Patna,Bihar,East
S01793,Kochi Plaza 64,Kochi,Kerala,South
S01794,Lucknow Express 32,Lucknow,Uttar Pradesh,North
S01795,Jaipur Square 82,Jaipur,Rajasthan,North
S01796,Bengaluru Market 6,Bengaluru,Karnataka,South
S01797,Bhubaneswar Plaza 90,Bhubaneswar,Odisha,East
S01798,Kolkata Market 64,Kolkata,West Bengal,East
S01799,Kolkata Central 99,Kolkata,West Bengal,East
S01800,Patna Plaza 56,Patna,Bihar,East
S01801,Ahmedabad Plaza 21,Ahmedabad,Gujarat,West
S01802,Hyderabad Market 86,Hyderabad,Telangana,South
S01803,Noida Express 71,Noida,Uttar Pradesh,North
S01804,Bengaluru Square 79,Bengaluru,Karnataka,South
S01805,Delhi Mall 24,Delhi,Delhi,North
S01806,Kochi Square 72,Kochi,Kerala,South
S01807,Patna Central 67,Patna,Bihar,East
S01808,Kolkata Market 36,Kolkata,West Bengal,East
S01809,Chennai Plaza 44,Chennai,Tamil Nadu,South
S01810,Kochi Central 51,Kochi,Kerala,South
S01811,Patna Hub 34,Patna,Bihar,East
S01812,Delhi Mall 40,Delhi,Delhi,North
S01813,Patna Square 77,Patna,Bihar,East
S00754,Hyderabad Express 76,Hyderabad,Telangana,South
S01815,Noida Plaza 96,Noida,Uttar Pradesh,North
S01816,Ahmedabad Market 51,Ahmedabad,Gujarat,West
S01817,Kochi Square 54,Kochi,Kerala,South
S01818,Bhubaneswar Express 26,Bhubaneswar,Odisha,East
S01819,Mumbai Express 10,Mumbai,Maharashtra,West
S01820,Patna Central 74,Patna,Bihar,East
S01821,Ahmedabad Plaza 94,Ahmedabad,Gujarat,West
S01822,Ranchi Market 56,Ranchi,Jharkhand,East
S01823,Kochi Plaza 63,Kochi,Kerala,South
S01824,Kochi Hub 87,Kochi,Kerala,South
S01825,Coimbatore Express 15,Coimbatore,Tamil Nadu,South
S01826,Lucknow Hub 61,Lucknow,Uttar Pradesh,North
S01827,Indore Plaza 18,Indore,Madhya Pradesh,Central
S01828,Coimbatore Square 69,Coimbatore,Tamil Nadu,South
S01829,Delhi Plaza 73,Delhi,Delhi,North
S01830,Lucknow Square 29,Lucknow,Uttar Pradesh,North
S01831,Indore Plaza 17,Indore,Madhya Pradesh,Central
S00208,Nagpur Square 32,Nagpur,Maharashtra,West
S01833,Kochi Express 89,Kochi,Kerala,South
S01834,Jaipur Market 52,Jaipur,Rajasthan,North
,Indore Mall 58,Indore,Madhya Pradesh,Central
S01836,Kochi Market 11,Kochi,Kerala,South
S01837,Chandigarh Mall 17,Chandigarh,Chandigarh,North
S01838,Chandigarh Market 46,Chandigarh,Chandigarh,North
S01839,Kolkata Mall 72,Kolkata,West Bengal,East
S01840,Hyderabad Market 66,Hyderabad,Telangana,South
S01841,Patna Plaza 31,Patna,Bihar,East
S01842,Nagpur Market 64,Nagpur,Maharashtra,West
S01843,Patna Square 44,Patna,Bihar,East
S01844,Kolkata Express 88,Kolkata,West Bengal,East
S01845,Jaipur Central 78,Jaipur,Rajasthan,North
S01846,Delhi Mall 26,Delhi,Delhi,North
S01847,Hyderabad Plaza 82,Hyderabad,Telangana,South
S01848,,Kochi,Kerala,South
S01849,Hyderabad Express 13,Hyderabad,Telangana,South
S01850,Bhubaneswar Plaza 39,Bhubaneswar,Odisha,East
S01851,Chandigarh Square 22,Chandigarh,Chandigarh,North
S01852,Hyderabad Central 39,Hyderabad,Telangana,South
S01853,Lucknow Square 46,Lucknow,Uttar Pradesh,North
S01854,Indore Mall 73,Indore,Madhya Pradesh,Central
S01855,Delhi Square 43,Delhi,Delhi,North
S01856,Lucknow Square 55,Lucknow,Uttar Pradesh,North
S01857,Noida Market 23,Noida,Uttar Pradesh,North
S01858,Delhi Market 55,Delhi,Delhi,North
S01859,Delhi Market 70,Delhi,Delhi,North
S01860,Ahmedabad Market 43,Ahmedabad,Gujarat,West
S01861,Lucknow Express 78,Lucknow,Uttar Pradesh,North
S01862,Bhubaneswar Plaza 66,Bhubaneswar,Odisha,East
S01863,Kolkata Central 25,Kolkata,West Bengal,East
S01864,Ahmedabad Mall 76,Ahmedabad,Gujarat,West
S01865,Coimbatore Hub 36,Coimbatore,Tamil Nadu,South
S01866,Bengaluru Express 49,Bengaluru,Karnataka,South
S01867,Nagpur Express 14,Nagpur,Maharashtra,West
S01868,Mumbai Market 10,Mumbai,Maharashtra,West
S01869,Jaipur Hub 71,Jaipur,Rajasthan,North
S01870,Kochi Plaza 15,Kochi,Kerala,South
S01871,Ahmedabad Square 27,Ahmedabad,Gujarat,West
S01872,Bhubaneswar Square 33,Bhubaneswar,Odisha,East
S01873,Mumbai Square 94,Mumbai,Maharashtra,West
S01874,Bhubaneswar Mall 78,Bhubaneswar,Odisha,East
S01875,Visakhapatnam Hub 17,Visakhapatnam,Andhra Pradesh,South
S01876,Visakhapatnam Mall 41,Visakhapatnam,Andhra Pradesh,South
S01877,Kochi Hub 56,Kochi,Kerala,South
S01878,Ranchi Express 6,Ranchi,Jharkhand,East
S01879,Noida Square 86,Noida,Uttar Pradesh,North
S01880,Indore Central 35,Indore,Madhya Pradesh,Central
S01881,Bengaluru Square 91,Bengaluru,Karnataka,South
S01882,Indore Market 89,Indore,Madhya Pradesh,Central
S01883,Chennai Hub 25,Chennai,Tamil Nadu,South
S01884,Kolkata Market 51,Kolkata,West Bengal,East
S01885,Pune Mall 26,Pune,Maharashtra,West
S01886,Ranchi Market 69,Ranchi,Jharkhand,East
S01887,Indore Plaza 6,Indore,Madhya Pradesh,Central
S01888,Bhubaneswar Central 56,Bhubaneswar,Odisha,East
S01889,Bengaluru Central 89,Bengaluru,Karnataka,South
S01890,Delhi Plaza 78,Delhi,Delhi,North
S01891,Ranchi Mall 9,Ranchi,Jharkhand,East
S01892,Indore Hub 62,Indore,Madhya Pradesh,Central
S01893,Coimbatore Market 42,Coimbatore,Tamil Nadu,South
S01894,Coimbatore Express 94,Coimbatore,Tamil Nadu,South
S01895,Kolkata Square 62,Kolkata,West Bengal,East
S01896,Visakhapatnam Mall 76,Visakhapatnam,Andhra Pradesh,South
S01897,Nagpur Central 97,Nagpur,Maharashtra,West
S01898,Kochi Mall 48,Kochi,Kerala,South
S01899,Kochi Square 94,Kochi,Kerala,South
S01900,Coimbatore Central 53,Coimbatore,Tamil Nadu,South
S01901,Kolkata Central 34,Kolkata,West Bengal,East
S01902,Mumbai Plaza 45,Mumbai,Maharashtra,West
S01903,Noida Hub 46,Noida,Uttar Pradesh,North
S01904,Visakhapatnam Central 38,Visakhapatnam,Andhra Pradesh,South
S01905,Visakhapatnam Central 61,Visakhapatnam,Andhra Pradesh,South
S01906,Visakhapatnam Square 14,Visakhapatnam,Andhra Pradesh,South
S01907,Jaipur Express 21,Jaipur,Rajasthan,North
S01908,Ahmedabad Square 9,Ahmedabad,Gujarat,West
S01909,Patna Square 77,Patna,Bihar,East
S01910,Nagpur Central 38,Nagpur,Maharashtra,West
S01911,Visakhapatnam Hub 60,Visakhapatnam,Andhra Pradesh,South
S01912,Indore Market 18,Indore,Madhya Pradesh,Central
S01913,Chandigarh Market 49,Chandigarh,Chandigarh,North
S01914,Bengaluru Mall 12,Bengaluru,Karnataka,South
S01915,Lucknow Hub 11,Lucknow,Uttar Pradesh,North
S01916,Hyderabad Plaza 73,Hyderabad,Telangana,South
S01917,Mumbai Central 61,Mumbai,Maharashtra,West
S01918,Ahmedabad Hub 82,Ahmedabad,Gujarat,West
S01919,Pune Express 23,Pune,Maharashtra,West
S01920,Nagpur Express 5,Nagpur,Maharashtra,West
S01921,Delhi Express 76,Delhi,Delhi,North
S01922,Ranchi Hub 5,Ranchi,Jharkhand,East
S01923,Pune Central 66,Pune,Maharashtra,West
S01924,Ahmedabad Market 81,Ahmedabad,Gujarat,West
S01925,Pune Hub 77,Pune,Maharashtra,West
S01926,Noida Express 54,Noida,Uttar Pradesh,North
S01927,Ahmedabad Square 85,Ahmedabad,Gujarat,West
S01928,Coimbatore Express 11,Coimbatore,Tamil Nadu,South
S01929,Pune Mall 12,Pune,Maharashtra,West
S01930,Kochi Express 26,Kochi,Kerala,South
S01931,Lucknow Hub 26,Lucknow,Uttar Pradesh,North
S01932,Hyderabad Market 43,Hyderabad,Telangana,South
S01933,Indore Market 43,Indore,Madhya Pradesh,Central
S01934,Kolkata Plaza 14,Kolkata,West Bengal,East
S01935,Lucknow Market 67,Lucknow,Uttar Pradesh,North
S01936,Indore Central 27,Indore,Madhya Pradesh,Central
S01937,Hyderabad Plaza 41,Hyderabad,Telangana,South
S01938,Lucknow Square 26,Lucknow,Uttar Pradesh,North
S01939,Lucknow Market 94,Lucknow,Uttar Pradesh,North
S01940,Chandigarh Central 96,Chandigarh,Chandigarh,North
S01941,Pune Square 12,Pune,Maharashtra,West
S01942,Chennai Express 76,Chennai,Tamil Nadu,South
S01943,Bhubaneswar Central 31,Bhubaneswar,Odisha,East
S01944,Pune Square 36,Pune,Maharashtra,West
S01945,Ranchi Square 80,Ranchi,Jharkhand,East
S01946,Chennai Central 43,Chennai,Tamil Nadu,South
S01947,Kochi Square 24,Kochi,Kerala,South
S01948,Jaipur Square 53,Jaipur,Rajasthan,North
S01949,Bengaluru Mall 3,Bengaluru,Karnataka,South
S01950,Visakhapatnam Hub 28,Visakhapatnam,Andhra Pradesh,South
S01951,Noida Mall 89,Noida,Uttar Pradesh,North
S01952,Bengaluru Plaza 59,Bengaluru,Karnataka,South
S01953,Kolkata Central 53,Kolkata,West Bengal,East
S01954,Ahmedabad Hub 44,Ahmedabad,Gujarat,West
S01955,Coimbatore Central 52,Coimbatore,Tamil Nadu,South
S01956,Indore Mall 18,Indore,Madhya Pradesh,Central
S01957,Delhi Hub 94,Delhi,Delhi,North
S01958,Mumbai Square 42,Mumbai,Maharashtra,West
S01959,Bhubaneswar Market 40,Bhubaneswar,Odisha,East
S01960,Mumbai Central 25,Mumbai,Maharashtra,West
S01961,Chennai Mall 30,Chennai,Tamil Nadu,South
S01962,Lucknow Mall 78,Lucknow,Uttar Pradesh,North
S01963,Jaipur Plaza 73,Jaipur,Rajasthan,North
S01964,Pune Square 64,Pune,Maharashtra,West
S01965,Ranchi Square 66,Ranchi,Jharkhand,East
S01044,Mumbai Market 13,Mumbai,Maharashtra,West
S01967,Mumbai Express 41,Mumbai,Maharashtra,West
S01968,Mumbai Market 19,Mumbai,Maharashtra,West
S01969,Jaipur Central 76,Jaipur,Rajasthan,North
S01970,Visakhapatnam Plaza 13,Visakhapatnam,Andhra Pradesh,South
S01971,Indore Central 47,Indore,Madhya Pradesh,Central
S01972,Coimbatore Hub 73,Coimbatore,Tamil Nadu,South
S01973,Ahmedabad Central 58,Ahmedabad,Gujarat,West
S01974,Lucknow Express 79,Lucknow,Uttar Pradesh,North
S01975,Delhi Hub 18,Delhi,Delhi,North
S01976,Jaipur Hub 89,Jaipur,Rajasthan,North
S01977,Noida Plaza 14,Noida,Uttar Pradesh,North
S01978,Chennai Central 79,Chennai,Tamil Nadu,South
S01979,Ahmedabad Express 95,Ahmedabad,Gujarat,West
S01980,Hyderabad Mall 96,Hyderabad,Telangana,South
S01981,Bhubaneswar Market 3,Bhubaneswar,Odisha,East
,Delhi Market 1,Delhi,Delhi,North
S01983,Visakhapatnam Market 41,Visakhapatnam,Andhra Pradesh,South
S01984,Coimbatore Hub 26,Coimbatore,Tamil Nadu,South
S01985,Coimbatore Mall 85,Coimbatore,Tamil Nadu,South
S01986,Coimbatore Central 62,Coimbatore,Tamil Nadu,South
S01987,Bengaluru Square 74,Bengaluru,Karnataka,South
S01988,Noida Central 91,Noida,Uttar Pradesh,North
S01989,Ahmedabad Plaza 97,Ahmedabad,Gujarat,West
S01990,Mumbai Hub 81,Mumbai,Maharashtra,West
S01991,Kochi Express 3,Kochi,Kerala,South
S01992,Kochi Express 12,Kochi,Kerala,South
S01993,Noida Mall 54,Noida,Uttar Pradesh,North
S01994,Indore Market 86,Indore,Madhya Pradesh,Central
S01995,Nagpur Mall 86,Nagpur,Maharashtra,West
S01996,Indore Square 37,Indore,Madhya Pradesh,Central
S01997,Noida Express 10,Noida,Uttar Pradesh,North
S01998,Bengaluru Mall 84,Bengaluru,Karnataka,South
S01999,Mumbai Market 4,Mumbai,Maharashtra,West
S02000,,Coimbatore,Tamil Nadu,South
S02001,Bhubaneswar Central 36,Bhubaneswar,Odisha,East
S02002,Lucknow Square 59,Lucknow,Uttar Pradesh,North
S02003,Lucknow Market 13,Lucknow,Uttar Pradesh,North
S02004,Indore Square 66,Indore,Madhya Pradesh,Central
S02005,Lucknow Hub 24,Lucknow,Uttar Pradesh,North
S02006,Nagpur Square 7,Nagpur,Maharashtra,West
S02007,Bhubaneswar Express 64,Bhubaneswar,Odisha,East
S02008,Pune Square 13,Pune,Maharashtra,West
S02009,Chennai Square 11,Chennai,Tamil Nadu,South
S02010,Kolkata Market 27,Kolkata,West Bengal,East
S02011,Ranchi Central 4,Ranchi,Jharkhand,East
S02012,Ranchi Market 3,Ranchi,Jharkhand,East
S02013,Kochi Plaza 53,Kochi,Kerala,South
S02014,Chennai Hub 46,Chennai,Tamil Nadu,South
S02015,Indore Square 2,Indore,Madhya Pradesh,Central
S02016,Patna Market 33,Patna,Bihar,East
S02017,Mumbai Square 25,Mumbai,Maharashtra,West
S02018,Kochi Central 7,Kochi,Kerala,South
S02019,Jaipur Market 84,Jaipur,Rajasthan,North
S02020,Chennai Mall 68,Chennai,Tamil Nadu,South
S02021,Chennai Mall 35,Chennai,Tamil Nadu,South
S02022,Hyderabad Central 75,Hyderabad,Telangana,South
S02023,Ahmedabad Central 42,Ahmedabad,Gujarat,West
S02024,Patna Market 16,Patna,Bihar,East
S02025,Visakhapatnam Express 53,Visakhapatnam,Andhra Pradesh,South
S02026,Indore Market 49,Indore,Madhya Pradesh,Central
S02027,Ahmedabad Central 53,Ahmedabad,Gujarat,West
S02028,Noida Hub 95,Noida,Uttar Pradesh,North
S02029,Ranchi Market 45,Ranchi,Jharkhand,East
S02030,Delhi Express 18,Delhi,Delhi,North
S02031,Indore Hub 77,Indore,Madhya Pradesh,Central
S02032,Indore Mall 10,Indore,Madhya Pradesh,Central
S02033,Chennai Hub 85,Chennai,Tamil Nadu,South
S02034,Jaipur Express 30,Jaipur,Rajasthan,North
S02035,Coimbatore Mall 98,Coimbatore,Tamil Nadu,South
S02036,Bhubaneswar Hub 26,Bhubaneswar,Odisha,East
S02037,Kolkata Plaza 43,Kolkata,West Bengal,East
S02038,Chennai Express 16,Chennai,Tamil Nadu,South
S02039,Hyderabad Mall 23,Hyderabad,Telangana,South
S02040,Chandigarh Mall 34,Chandigarh,Chandigarh,North
S02041,Pune Plaza 92,Pune,Maharashtra,West
S02042,Lucknow Plaza 28,Lucknow,Uttar Pradesh,North
S02043,Jaipur Express 86,Jaipur,Rajasthan,North
S02044,Bengaluru Market 58,Bengaluru,Karnataka,South
S02045,Coimbatore Market 62,Coimbatore,Tamil Nadu,South
S02046,Lucknow Square 48,Lucknow,Uttar Pradesh,North
S02047,Hyderabad Mall 41,Hyderabad,Telangana,South
S02048,Patna Central 42,Patna,Bihar,East
S02049,Jaipur Mall 43,Jaipur,Rajasthan,North
S02050,Bhubaneswar Square 45,Bhubaneswar,Odisha,East
S02051,Patna Hub 57,Patna,Bihar,East
S02052,Bengaluru Plaza 8,Bengaluru,Karnataka,South
S02053,Kolkata Express 80,Kolkata,West Bengal,East
S02054,Nagpur Market 69,Nagpur,Maharashtra,West
S02055,Ahmedabad Market 83,Ahmedabad,Gujarat,West
S02056,Pune Mall 45,Pune,Maharashtra,West
S02057,Jaipur Express 26,Jaipur,Rajasthan,North
S02058,Pune Market 7,Pune,Maharashtra,West
S02059,Ranchi Square 73,Ranchi,Jharkhand,East
S02060,Kochi Hub 78,Kochi,Kerala,South
S02061,Chennai Plaza 99,Chennai,Tamil Nadu,South
S02062,Mumbai Mall 43,Mumbai,Maharashtra,West
S02063,Ranchi Central 56,Ranchi,Jharkhand,East
S02064,Chennai Express 46,Chennai,Tamil Nadu,South
S02065,Kolkata Express 60,Kolkata,West Bengal,East
S02066,Kolkata Hub 41,Kolkata,West Bengal,East
S02067,Ahmedabad Plaza 94,Ahmedabad,Gujarat,West
S02068,Ranchi Market 50,Ranchi,Jharkhand,East
S02069,Nagpur Plaza 75,Nagpur,Maharashtra,West
S02070,Nagpur Market 60,Nagpur,Maharashtra,West
S02071,Chandigarh Plaza 46,Chandigarh,Chandigarh,North
S02072,Chandigarh Mall 35,Chandigarh,Chandigarh,North
S02073,Chandigarh Plaza 86,Chandigarh,Chandigarh,North
S02074,Delhi Central 79,Delhi,Delhi,North
